Date,Location,Aboard,Fatalities
1962-08-24,"Cerro Puena Paz, Peru",9,9
1962-09-02,"Near Khabarovsk, USSR",86,86
1962-09-03,"Yanoyaki, Japan",12,12
1962-09-04,"Near Lake Milton, Ohio",13,13
1962-09-10,"Brno, Czechoslovakia",34,11
1962-09-10,"Near Milan, Washington",44,44
1962-09-10,"Near Alcoche, Bolivia",4,4
1962-09-21,"Sela, India",8,8
1962-09-23,North AtlantiOcean,76,28
1962-10-10,"Spt-Îles, Quebec, Canada",19,2
1962-10-12,"Manila, Philippines",3,3
1973-10-12,"Acapulco, Mexico",8,8
1962-10-19,"Windsor Locks, Connecticut",52,1
1962-10-25,"Near Moscow, Russia",10,10
1962-11-10,"Near Tourane, South Vietnam",27,27
1962-11-19,"Near Nagoya, Japan",4,4
1962-11-23,"Ellicott, Maryland",18,18
1962-11-23,Sao Tomé & Principe,37,23
1962-11-23,"Le Bourget, France",21,21
1962-11-26,"Paraibuna, Brazil",26,26
1962-11-27,"Lima, Peru",97,97
1962-11-30,"New York, New York",51,25
1962-12-06,"Barranca Bermeja, Colombia",26,24
1962-12-14,"Near Manaus, Brazil",50,50
1962-12-14,"Burbank, California",5,5
1962-12-19,"Warsaw, Poland",33,33
1962-12-20,"Kadena AB, Okinawa",12,12
1962-12-22,"Near Brasilia, Brazil",40,1
1962-12-28,"Rotterdam, The Netherlands",18,1
1962-12-29,"Monte Renosa, Corsica, France",25,25
1964-03-10,"Grand Isle, Louisana",2,2
1963-01-14,"Barter Island, Alaska",6,5
1963-01-15,"Sao Paulo, Brazil",45,13
1963-01-17,"Great Salt Lake, Utah",3,3
1963-01-26,"Kotzebue, Alaska",2,1
1963-01-29,"Kansas City, Missouri",8,8
1963-01-30,"Off Patuxent River, Maryland",14,14
1963-02-01,"Ankara, Turkey",17,17
1963-02-03,"San Francisco, California",8,3
1963-02-08,"Syktyvkar ,Russia",7,7
1963-02-12,"Near Miami, Florida",43,43
1963-02-28,"Boston, Massachusetts",26,0
1963-03-02,"Near Davao City, Philippines",27,27
1963-03-05,"Camden, Tennesee",4,4
1963-03-15,"Near Karai, Iran",4,4
1963-03-15,"Near Charana, Bolivia",41,41
1963-03-20,"Monte Matto, Italy",18,18
1963-03-23,"Misaki Mountain, Japan",10,10
1964-11-20,"Angelholm, Sweden",43,31
1963-03-30,"Near Sora, Italy",11,11
1963-04-14,"Oslo, Norway",12,12
1963-05-03,"Near Buca, Cameroon",55,55
1963-05-03,"Sao Paulo, Brazil",50,37
1963-05-12,"Near Ayayda, Egypt",34,34
1963-06-03,"PacifiOcean, 116 miles WSW of Annette Island, Alaska",101,101
1963-06-03,"Sama, India",29,29
1963-06-10,"Yunnan, Burma",20,20
1963-06-16,"Bekkessamson, Romainia",31,31
1963-06-16,"Near Aysen, Chile",20,19
1963-06-23,"Nar Augustdorf, West Germany",47,38
1963-06-26,"Detmold, Germany",47,38
1963-07-01,"Passo Fundo, Brazil",18,15
1963-07-02,"Rochester, New York",43,7
1963-07-03,"Mt. Ngatamahinerua, New Zealand",23,23
1963-07-13,"Near Irkutsk, Russia",35,35
1963-07-15,"Farafangana, Madagascar",12,6
1963-07-17,"Pak Tha, Laos",6,6
1963-07-27,"Off Bandra, Maharashtra, India",63,63
1963-08-08,"Wemmershoek Mountains, South Africa",13,13
1963-08-12,"Lyon, France",20,20
1963-08-14,"Near Great Falls, Montana",2,1
1963-08-17,"Hachijo-Jima Island, Japan",19,19
1963-08-21,"Near Leningrad , Russia",52,0
1963-08-28,"Off Miami, Florida",16,16
1963-09-04,"Durrenasch, Aargau, Switzerland",80,80
1963-09-11,"Perpignan, France",40,40
1963-09-11,"Near Patti, India",18,18
1963-09-22,"Off Dover, Deleware",10,10
1963-10-09,"Near Marseilles, France",6,6
1963-10-14,"Jamaica, New York",6,6
1963-10-18,"Near Aswan, Egypt",31,31
1963-10-20,"Hayes Island, Russia",5,5
1963-10-22,"Near Tisbury, England",7,7
1963-11-08,"Mariehamn, Aaland Island, Finland",24,22
1963-11-29,"Ste. Therese de Blainville, Canada",118,118
1963-12-07,"Near Nederland, Colorado",3,3
1963-12-08,"Elkton, Maryland",81,81
1963-12-12,"Gazni, Afghanistan",3,3
1963-12-15,"Cairo, Egypt",6,6
1963-12-17,"Los Angeles, California",46,0
1964-01-09,"Zarate, Argentina",30,28
1964-01-22,"Prescott, Arizona",2,2
1964-02-03,"Near Ankara, Turkey",3,3
1964-02-03,"Gainsville, Florida",10,10
1964-02-04,"Yacuiba, Bolivia",29,2
1964-02-08,"Freeport, Bahamas",4,4
1964-02-15,"Detroit, Michigan",4,4
1964-02-18,"Banihal Pass, India",13,13
1964-02-21,"Marawi, Philippines",32,31
1964-02-22,"Barrackpore, India",22,22
1964-02-22,"Near Forsyth, Montana",2,2
1964-02-25,"Lake Pontchartrain, New Orleans, Louisiana",58,58
1964-02-27,"Oita, Japan",42,20
1964-02-29,"Near Innsbruck, Austria",83,83
1964-03-01,"Near Zephyr Cove, Nevada",85,85
1964-03-08,"Bogota, Colombia",28,28
1964-03-08,Near Chicago Illinois,30,1
1964-03-10,"Boston, Massachutes",3,3
1964-03-12,"Miles City, Montana",5,5
1964-03-20,"Near Danbury, North Carolina",3,3
1964-03-28,"Mt. Vesuvius, Italy",45,45
1964-03-28,North PacifiOcean,9,9
1964-04-12,"Hargeisa, Somalia",15,15
1964-04-17,"Dahran, Saudi Arabia",49,49
1964-04-17,"Elim, Alaska",2,2
1964-05-07,"San Ramon, California",44,44
1964-05-08,"Cerro El Gaital, Panama",10,10
1964-05-08,"Near Lima, Peru",49,46
1964-05-11,"Papanga, Philippines",84,79
1964-05-20,"Sibuco Point ,Philippines",11,11
1964-05-27,,3,3
1964-06-04,"Mason, Texas",3,3
1964-06-13,,2,2
1964-06-19,"Southhampton, Massachusetts",5,2
1964-06-20,"Taichung, Taiwan",57,57
1964-06-21,"Off Palma de Mallorca, Spain",28,1
1964-07-07,"Martinsville, Virginia",5,5
1964-07-08,"Knoxville, Tennessee",53,1
1964-11-23,"Rome, Italy",73,50
1964-07-09,"Parrottsville, Tennesee",39,39
1964-07-14,"Reno, Nevada",3,3
1964-07-16,"Richmond, Virginia",76,0
1964-07-31,"Near Nashville, Tennesee",2,2
1964-08-02,"Willow, Alaska",3,3
1964-08-05,"East Falmouth, Massachusetts",2,2
1964-08-22,Near Tipuani (Bolivia,4,4
1964-09-02,"Island of Sakhalin, Russia",87,87
1964-09-04,"Pico da Caledonia, Brazil",39,39
1964-09-04,"Near Vaong Nong, Thailand",34,28
1964-09-15,"Near Condoto, Colombia",2,2
1964-10-02,"Near Trevelez, Granada, Spain",80,80
1964-10-02,"Addis Ababa, Ethiopia",7,1
1964-10-09,"Near Sibiu, Romania",32,32
1964-10-16,"Crown King, Arizona",2,2
1964-10-19,"Near Belgrade, Yugoslavia",33,33
1964-11-03,"Branson, Colorado",5,5
1964-11-15,"Las Vegas, Nevada",29,29
1964-11-17,"Off Argentia, Newfoundland, Canada",10,10
1965-09-27,"Bao Trai, Vietnam",3,3
1964-11-29,"Leopoldville, Zaire",14,6
1964-12-04,"Fayetteville, Arkansas",5,4
1964-12-08,"Tripuani, Bolivia",17,17
1964-12-11,"Near Da Nang, South Vietnam",38,38
1964-12-21,"Near Kaliba, Philippines",39,1
1964-12-24,"Yurimaguas, Peru",23,1
1964-12-24,"Near San Francisco, California",3,3
1964-12-29,"Near Turrialba, Costa Rica",5,5
1964-12-30,"Detroit, Michigan",4,4
1965-01-05,"Kla City, Oklohoma",3,3
1965-01-13,"Fairbanks, Alaska",2,2
1965-01-16,"Wichita, Kansas",17,17
1965-01-17,"Near Durango, Mexico",10,10
1965-01-22,Mt. Helmos. Greece,10,10
1965-02-03,"Garoua, Cameroon",4,4
1965-02-06,"San Jose Volcano, Chile",87,87
1965-02-08,"Off Jones Beach, New York, New York",84,84
1965-02-13,"Miami, Florida",2,2
1965-02-14,"Mt. Nakanoone, Japan",2,2
1965-02-14,"South Beach, New York",2,2
1973-10-15,"Fort Smith AFB, Oklahoma",7,7
1965-03-08,"Libmanan, Philippines",12,10
1965-03-08,"Kuybyshev,  Russia",25,25
1965-03-17,"Musquodoboit, Canada",8,8
1965-03-22,"Sugar Loaf Mountain, Colombia",28,28
1965-03-25,"Off San Juan, Puerto Rico",16,16
