Date,Close/Last,Volume,Open,High,Low
2020-11-09,218,44394950,$224.44 ,$228.12 ,$217.88 
2020-11-10,211,44045120,$214.50 ,$216.50 ,$209.72 
2020-11-11,217,29440790,$212.39 ,$218.04 ,$212.20 
2020-11-12,215,21616120,$217.21 ,$219.11 ,$214.46 
2020-11-13,217,18630310,$216.36 ,$217.42 ,$214.16 
2020-11-16,217,24953340,$214.87 ,$217.74 ,$214.52 
2020-11-17,214,24154110,$216.10 ,$217.68 ,$214.08 
2020-11-18,211,28372790,$213.65 ,$215.17 ,$210.93 
2020-11-19,212,24792750,$211.38 ,$213.03 ,$209.93 
2020-11-20,210,22843120,$212.20 ,$213.29 ,$210 
2020-11-23,210,25683510,$210.95 ,$212.29 ,$208.16 
2020-11-24,214,33979730,$209.59 ,$214.25 ,$208.86 
2020-11-25,214,21012890,$215.11 ,$215.29 ,$212.46 
2020-11-27,215,14512210,$214.85 ,$216.27 ,$214.04 
2020-11-30,214,33064750,$214.10 ,$214.76 ,$210.84 
2020-12-01,216,30931320,$214.51 ,$217.32 ,$213.35 
2020-12-02,215,23724510,$214.88 ,$215.47 ,$212.80 
2020-12-03,214,25120920,$214.61 ,$216.38 ,$213.65 
2020-12-04,214,24666040,$214.22 ,$215.38 ,$213.18 
2020-12-07,214,24620000,$214.37 ,$215.54 ,$212.99 
2020-12-08,216,23284090,$213.97 ,$216.95 ,$212.89 
2020-12-09,212,32440600,$215.16 ,$215.23 ,$211.21 
2020-12-10,211,26467020,$211.77 ,$213.08 ,$210.36 
2020-12-11,213,30979440,$210.05 ,$213.32 ,$209.11 
2020-12-14,214,28798380,$213.10 ,$216.21 ,$212.88 
2020-12-15,214,27018110,$215.17 ,$215.42 ,$212.24 
2020-12-16,219,35023250,$214.75 ,$220.11 ,$214.72 
2020-12-17,219,32515780,$219.87 ,$220.89 ,$217.92 
2020-12-18,219,63354920,$218.59 ,$219.69 ,$216.02 
2020-12-21,223,37181890,$217.55 ,$224 ,$217.28 
2020-12-22,224,22643400,$222.69 ,$225.63 ,$221.85 
2020-12-23,221,18699640,$223.11 ,$223.56 ,$220.80 
2020-12-24,223,10550570,$221.42 ,$223.61 ,$221.20 
2020-12-28,225,17933500,$224.45 ,$226.03 ,$223.02 
2020-12-29,224,17403210,$226.31 ,$227.18 ,$223.58 
2020-12-30,222,20272340,$225.23 ,$225.63 ,$221.47 
2020-12-31,222,20942130,$221.70 ,$223 ,$219.68 
2021-01-04,218,37130140,$222.53 ,$223 ,$214.81 
2021-01-05,218,23822950,$217.26 ,$218.52 ,$215.70 
2021-01-06,212,35930650,$212.17 ,$216.49 ,$211.94 
2021-01-07,218,27694480,$214.04 ,$219.34 ,$213.71 
2021-01-08,220,22956210,$218.68 ,$220.58 ,$217.03 
2021-01-11,217,23047030,$218.47 ,$218.91 ,$216.73 
2021-01-12,215,23249340,$216.50 ,$217.10 ,$213.32 
2021-01-13,216,20087080,$214.02 ,$216.76 ,$213.93 
2021-01-14,213,29346740,$215.91 ,$217.46 ,$212.74 
2021-01-15,213,31746510,$213.52 ,$214.51 ,$212.03 
2021-01-19,216,30480860,$213.75 ,$216.98 ,$212.63 
2021-01-20,224,37777260,$217.70 ,$225.79 ,$217.29 
2021-01-21,225,30749550,$224.70 ,$226.30 ,$222.42 
2021-01-22,226,30172660,$227.08 ,$230.07 ,$225.80 
2021-01-25,230,33152100,$229.12 ,$229.78 ,$224.22 
2021-01-26,232,49169600,$231.86 ,$234.18 ,$230.08 
2021-01-27,233,69870640,$238 ,$240.44 ,$230.14 
2021-01-28,239,49111160,$235.61 ,$242.64 ,$235.09 
2021-01-29,232,42503140,$235.99 ,$238.02 ,$231.35 
2021-02-01,240,33314190,$235.06 ,$242.50 ,$232.43 
2021-02-02,240,25916340,$241.30 ,$242.31 ,$238.69 
2021-02-03,243,27158100,$239.57 ,$245.09 ,$239.26 
2021-02-04,242,25296100,$242.66 ,$243.24 ,$240.37 
2021-02-05,242,18054750,$242.23 ,$243.28 ,$240.42 
2021-02-08,242,22211930,$243.15 ,$243.68 ,$240.81 
2021-02-09,244,23564950,$241.87 ,$244.76 ,$241.38 
2021-02-10,243,22186710,$245 ,$245.92 ,$240.89 
2021-02-11,244,15751060,$244.78 ,$245.15 ,$242.15 
2021-02-12,245,16561080,$243.93 ,$245.30 ,$242.73 
2021-02-16,244,26728490,$245.03 ,$246.13 ,$242.92 
2021-02-17,244,21673110,$241.32 ,$244.31 ,$240.94 
2021-02-18,244,16925560,$241.80 ,$243.93 ,$240.86 
2021-02-19,241,25262600,$243.75 ,$243.86 ,$240.18 
2021-02-22,235,36446940,$237.42 ,$237.93 ,$232.40 
2021-02-23,233,30228700,$230.33 ,$234.83 ,$228.73 
2021-02-24,235,26339750,$230.01 ,$235.20 ,$229 
2021-02-25,229,39542240,$232.08 ,$234.59 ,$227.88 
2021-02-26,232,37819230,$231.53 ,$235.37 ,$229.54 
2021-03-01,237,25332840,$235.90 ,$237.47 ,$233.15 
2021-03-02,234,22812460,$237.01 ,$237.30 ,$233.45 
2021-03-03,228,34029530,$232.16 ,$233.58 ,$227.26 
2021-03-04,227,44727790,$226.74 ,$232.49 ,$224.26 
2021-03-05,232,41872770,$229.52 ,$233.27 ,$226.46 
2021-03-08,227,35267440,$231.37 ,$233.37 ,$227.13 
2021-03-09,234,33080530,$232.88 ,$235.38 ,$231.67 
2021-03-10,232,29746810,$237 ,$237 ,$232.04 
2021-03-11,237,29907590,$234.96 ,$239.17 ,$234.31 
2021-03-12,236,22653660,$234.01 ,$235.82 ,$233.23 
2021-03-15,235,26042670,$234.96 ,$235.19 ,$231.81 
2021-03-16,238,28092200,$236.28 ,$240.06 ,$235.94 
2021-03-17,237,29562100,$236.15 ,$238.55 ,$233.23 
2021-03-18,231,34852250,$232.56 ,$234.19 ,$230.33 
2021-03-19,230,46430730,$231.02 ,$232.47 ,$229.35 
2021-03-22,236,30127010,$230.27 ,$236.90 ,$230.14 
2021-03-23,238,31638380,$237.49 ,$241.05 ,$237.07 
2021-03-24,235,25620130,$237.85 ,$238 ,$235.32 
2021-03-25,232,34061850,$235.30 ,$236.94 ,$231.57 
2021-03-26,236,25479850,$231.55 ,$236.71 ,$231.55 
2021-03-29,235,25227460,$236.59 ,$236.80 ,$231.88 
2021-03-30,232,24792010,$233.53 ,$233.85 ,$231.10 
2021-03-31,236,43623470,$232.91 ,$239.10 ,$232.39 
2021-04-01,242,30337980,$238.47 ,$242.84 ,$238.05 
2021-04-05,249,36910610,$242.76 ,$249.96 ,$242.70 
2021-04-06,248,22931920,$247.61 ,$249.40 ,$246.88 
2021-04-07,250,22719840,$247.81 ,$250.93 ,$247.19 
2021-04-08,253,23625200,$252.77 ,$254.14 ,$252 
2021-04-09,256,24326830,$252.87 ,$255.99 ,$252.44 
2021-04-12,256,27148670,$254.71 ,$257.67 ,$254.62 
2021-04-13,258,23837470,$257.26 ,$259.19 ,$256.83 
2021-04-14,256,23070940,$257.48 ,$258.83 ,$255.16 
2021-04-15,260,25627480,$257.93 ,$259.93 ,$257.73 
2021-04-16,261,24878580,$259.47 ,$261 ,$257.60 
2021-04-19,259,23209260,$260.19 ,$261.48 ,$257.82 
2021-04-20,258,19722880,$257.82 ,$260.20 ,$256.84 
2021-04-21,261,24030380,$258.94 ,$260.68 ,$257.25 
2021-04-22,257,25606150,$260.21 ,$261.78 ,$255.64 
2021-04-23,261,21499290,$257.88 ,$261.51 ,$257.27 
2021-04-26,262,19763350,$261.66 ,$262.44 ,$260.17 
2021-04-27,262,31014210,$261.59 ,$263.19 ,$260.12 
2021-04-28,255,46903120,$256.08 ,$256.54 ,$252.95 
2021-04-29,253,40589020,$255.46 ,$256.10 ,$249 
2021-04-30,252,30945100,$249.74 ,$253.08 ,$249.60 
2021-05-03,252,19626570,$253.40 ,$254.35 ,$251.12 
2021-05-04,248,32756050,$250.97 ,$251.21 ,$245.76 
2021-05-05,246,21901330,$249.06 ,$249.50 ,$245.82 
2021-05-06,250,26491090,$246.45 ,$249.86 ,$244.69 
2021-05-07,252,27032910,$252.15 ,$254.30 ,$251.17 
2021-05-10,247,29299890,$250.87 ,$251.73 ,$247.12 
2021-05-11,246,33641590,$244.55 ,$246.60 ,$242.57 
2021-05-12,239,36684370,$242.17 ,$244.38 ,$238.07 
2021-05-13,243,29624300,$241.80 ,$245.60 ,$241.42 
2021-05-14,248,23901080,$245.58 ,$249.18 ,$245.49 
2021-05-17,245,24938180,$246.55 ,$246.59 ,$243.52 
2021-05-18,243,20167980,$246.27 ,$246.41 ,$242.90 
2021-05-19,243,25739810,$239.31 ,$243.23 ,$238.60 
2021-05-20,246,21800720,$243.96 ,$247.95 ,$243.86 
2021-05-21,245,21863060,$247.57 ,$248.33 ,$244.74 
2021-05-24,251,21411550,$247.79 ,$251.16 ,$247.51 
2021-05-25,252,17704300,$251.77 ,$252.75 ,$250.82 
2021-05-26,251,17771600,$251.43 ,$252.94 ,$250.75 
2021-05-27,249,24426240,$251.17 ,$251.48 ,$249.25 
2021-05-28,250,18274940,$251.00 ,$252.08 ,$249.56 
2021-06-01,247,23213310,$251.23 ,$251.29 ,$246.96 
2021-06-02,247,19406710,$248.13 ,$249.27 ,$245.84 
2021-06-03,246,25307710,$245.22 ,$246.34 ,$243 
2021-06-04,251,25281090,$247.76 ,$251.65 ,$247.51 
2021-06-07,254,23079170,$249.98 ,$254.09 ,$249.81 
2021-06-08,253,22455000,$255.16 ,$256.01 ,$252.51 
2021-06-09,254,17937630,$253.81 ,$255.53 ,$253.21 
2021-06-10,257,24563620,$254.29 ,$257.46 ,$253.67 
2021-06-11,258,18999730,$257.99 ,$258.49 ,$256.61 
